0 0
40000 40000
0 0
0 0
0 0
0 0
1 0
19666 19666
2513 639
4113 10
0 0
31633 15817
40000 2709
70 70
3910 3910
38966 38632
40000 20310
4122 4122
8846 8846
76 76
2404 2404
40000 37389
1791 586
0 0
40000 19690
0 0
1117 555
20310 10635
57 57
4981 4981
1289 330
12115 12115
20025 20025
40000 37291
0 0
8410 8410
11029 10236
19998 14994
655 178
20057 20057
20057 20057
143 134
1436 836
40000 34966
39999 22444
35258 5003
17556 17556
39874 37483
23346 12562
0 0
39998 22438
0 0
17556 17556
2761 2761
0 0
19829 18649
0 0
0 0
19690 14211
19943 24
17556 17556
20310 20310
1438 846
0 0
19690 10540
40000 19690
38 38
0 0
669 667
19690 19690
19943 38
40000 19690
64 64
19874 19874
2143 2141
0 0
38966 38596
0 0
20020 20020
2741 1576
15146 8668
1178 170
38 13
0 0
40000 20310
10300 5828
17334 9988
2367 2367
18061 18061
0 0
17334 16359
40000 19690
40000 40000
20190 6203
30380 30380
655 178
3871 789
40000 22562
40000 40000
0 0
73 73
19681 19681
0 0
38861 5027
17554 17552
40000 40000
20057 20024
0 0
0 0
37716 35565
19909 474
18111 18111
10028 10028
0 0
3903 3903
0 0
57 57
81 81
38 7
2410 2409
2367 2367
40000 20310
1341 167
1201 587
0 0
0 0
40000 12825
0 0
74 74
72 72
19682 10618
0 0
40000 22444
8248 4090
19648 19648
40000 20310
36 36
39883 19999
40000 19690
8459 4243
24152 12102
54 54
79 79
0 0
15146 8537
17556 15146
17556 17556
33 33
40000 20310
0 0
19980 1412
19690 19690
608 93
19943 19943
19980 3204
0 0
40000 40000
960 960
40000 659
143 137
19998 15007
20057 20057
40000 19690
2410 2410
773 773
40000 37590
20057 20057
627 156
20057 20057
0 0
39999 2708
0 0
38965 38612
0 0
40000 2709
20057 19910
620 98
0 0
7542 3791
0 0
40000 40000
5453 3086
40000 20310
0 0
8416 8416
20310 20310
4561 4561
40000 40000
77 77
2513 712
40000 19690
20310 708
2410 840
0 0
15567 15567
1219 117
19980 0
40000 40000
78 78
2607 2607
11322 10549
16111 16111
0 0
9695 5443
14956 0
0 0
12292 12292
1289 335
32539 16242
0 0
0 0
66 66
29764 15168
0 0
40000 19690
40000 34966
40000 37590
40000 38609
19274 19274
3878 3878
38906 19501
639 162
5034 5034
2611 2611
20310 10375
2513 598
16595 15770
1289 289
79 79
31354 4065
40000 19690
1231 1099
0 0
19980 758
0 0
20046 20046
39970 37566
20167 17425
671 671
0 0
17556 17556
17556 15146
38832 19471
9617 5441
0 0
20310 518
0 0
0 0
0 0
157 157
20057 18866
124 124
39962 38
20310 0
7527 3773
40000 39976
34 34
43 43
0 0
20057 18836
17554 17554
642 206
39930 20019
36262 18205
19992 19992
0 0
10667 5966
40000 39962
69 69
9571 5457
78 78
8457 8457
20310 20310
123 121
40000 19690
40000 20310
0 0
37920 19025
0 0
0 0
2367 2367
5453 3086
17698 17698
17556 17556
0 0
0 0
83 83
17672 17672
1289 327
1289 299
785 785
19854 6176
0 0
38966 38610
7560 3799
4238 4238
40000 43
104 104
0 0
0 0
20057 20057
40000 58
5028 5017
20310 68
143 140
40000 22444
0 0
0 0
0 0
20046 20046
40000 37590
0 0
0 0
671 671
0 0
20057 20057
5056 5056
17556 9142
1219 152
0 0
0 0
19984 18775
77 77
40000 19690
0 0
78 78
574 86
38966 38649
0 0
17556 17556
62 62
40000 39914
20057 20057
0 0
0 0
1278 190
24328 12213
1289 324
1219 153
15060 0
4437 4437
643 188
19551 10536
19980 2881
8119 8119
40000 20310
0 0
366 366
40000 19690
40000 40000
0 0
5040 5040
40000 37590
0 0
40000 38
2741 1545
11247 8043
78 78
19998 15027
20056 20056
0 0
34 34
2367 2367
40000 39976
5089 5089
20010 6268
20052 20052
671 671
32052 32052
20057 16052
39978 20041
40000 39976
40000 0
40000 39962
17556 17556
19943 38
17556 15146
40000 37590
0 0
2410 0
40000 22444
0 0
0 0
693 169
40000 20057
0 0
40000 20310
0 0
4117 573
793 793
0 0
36572 36572
0 0
8067 8067
12031 12031
1238 587
23203 12497
5042 5042
0 0
8561 8561
20310 14507
39770 19941
0 0
0 0
19999 15024
40000 19690
20310 135
17556 15146
40000 19690
19980 0
24655 12363
36 0
630 42
34547 34547
39411 19763
20057 20038
4714 4714
0 0
19980 0
0 0
20051 18831
40000 20310
0 0
40000 19690
10651 5992
4409 2369
2003 1297
0 0
2513 577
38966 38611
623 203
17556 17556
0 0
73 73
36572 36572
20057 17816
776 776
20310 20310
18085 18085
20057 20057
40000 12843
19682 14208
40000 22444
615 93
9442 5317
19980 941
20185 10663
20310 14507
0 0
20310 14507
43 43
20310 14507
7460 3725
4481 4481
15035 15035
19911 19911
40000 19690
0 0
39905 2613
691 174
20310 10635
20310 529
32769 17279
0 0
2008 1337
0 0
18957 18957
37646 5364
40000 19690
648 215
40000 37287
39553 37223
40000 22444
5015 5015
16297 16297
20057 2234
19943 24
10055 1699
0 0
0 0
1289 374
5453 3086
40000 9755
4934 4934
40000 39967
0 0
0 0
17556 17556
20020 19945
1289 332
0 0
0 0
0 0
19690 10540
4934 4933
0 0
19806 19806
40000 19690
40000 22562
15048 3356
19943 19943
2626 2626
0 0
40000 19690
43 43
17334 9847
17555 17554
19943 0
38736 18535
5000 5000
0 0
0 0
0 0
730 209
18967 18967
19690 14211
40000 22444
39998 20055
157 157
24116 12085
19999 15015
0 0
19999 14963
15048 15048
20310 20310
0 0
40000 34966
40000 19690
2410 2410
654 194
71 71
40000 39976
0 0
0 0
19690 14211
20057 18836
40000 40000
10422 5858
19090 9636
37356 1795
10297 9543
630 40
0 0
40000 22444
40000 19690
31263 15605
54 54
2367 2367
0 0
19914 19914
2843 2843
1289 379
40000 40000
20057 20057
20057 20057
40000 19690
40000 39976
1289 368
20057 15147
2679 2679
39999 22444
40000 39957
34547 34547
592 78
40000 22444
2499 2495
1289 278
19980 3203
2611 2611
0 0
4117 1
5398 3019
0 0
671 671
17334 10000
655 159
15568 15568
0 0
19166 10342
35623 17894
0 0
0 0
0 0
20310 20310
412 250
25 13
14372 13549
2410 2410
603 93
40000 37291
20310 20310
0 0
0 0
20025 20025
15048 7565
73 73
10946 7877
20025 20025
4117 2
19943 38
75 75
4979 4979
38 38
0 0
20310 20310
4893 4893
12904 12904
3875 13
2367 2367
4702 4702
51 51
88 88
137 135
20310 20310
15060 0
2410 1380
0 0
43 43
0 0
20057 19999
40000 40000
0 0
0 0
0 0
0 0
40000 19690
19980 8
35 35
17556 17556
0 0
40000 22444
20310 14507
4660 4660
157 152
38985 19536
19524 19524
124 124
20310 19110
994 0
0 0
0 0
5034 5034
0 0
20057 15030
4461 2333
32 32
20057 20057
40000 0
651 159
15146 8543
162 162
57 57
84 84
37923 20299
40000 40000
2798 0
0 0
2634 2634
0 0
2346 2320
0 0
40000 19690
0 0
1289 361
19980 2978
19999 15014
34547 34547
0 0
19829 19829
40000 40000
162 162
4989 4989
40000 38
19909 550
19684 19684
40000 0
40000 39967
52 52
45 45
4931 4931
1440 768
2741 1594
5034 5034
747 747
2410 1398
752 752
0 0
40000 40000
20057 18945
19690 10540
1201 0
5094 0
20057 20057
2048 1756
4117 5
61 61
0 0
1440 769
0 0
40000 14946
20088 6272
35405 17733
