0,0
3204,0
40000,18787
1,0
1214,0
0,0
0,0
96,96
5071,2517
0,0
1628,253
1237,54
40000,18769
0,0
9925,9925
7,1
40000,19963
40000,0
0,0
0,0
6041,5664
1214,0
0,0
3204,1
1,1
0,0
0,0
8,8
10032,7498
4,0
3204,514
3204,1
3193,432
0,0
0,0
38,0
40000,10168
0,0
0,0
0,0
0,0
3204,513
7,3
0,0
0,0
0,0
1,0
5071,2517
0,0
0,0
19998,19998
0,0
11,1
40000,2534
40000,0
0,0
2534,2534
0,0
40000,40000
0,0
1683,0
0,0
781,188
0,0
0,0
20002,20002
0,0
1821,874
0,0
0,0
0,0
40000,2534
39904,51
3,0
0,0
96,0
6272,1837
0,0
13312,0
0,0
0,0
0,0
1577,95
0,0
0,0
96,96
2439,2276
3204,513
0,0
39987,20203
39921,39917
1593,244
0,0
8,8
0,0
7,1
0,0
40000,2534
39987,20203
0,0
0,0
0,0
6080,2811
0,0
3193,513
0,0
96,96
0,0
0,0
0,0
0,0
0,0
2534,1214
1,1
3204,466
3193,432
1627,426
4,4
3204,461
2534,2533
0,0
3204,466
0,0
0,0
40000,40000
0,0
0,0
0,0
97,97
0,0
0,0
1153,1080
11,1
0,0
0,0
0,0
1598,100
96,0
0,0
0,0
0,0
0,0
11,1
0,0
0,0
0,0
0,0
2534,2534
40000,40000
632,0
3,1
0,0
3204,467
1215,1129
0,0
0,0
0,0
7524,3727
0,0
0,0
81,81
40000,7501
0,0
0,0
3204,191
0,0
39904,39808
0,0
0,0
3204,514
19974,10008
0,0
40000,2534
5,3
0,0
39904,19971
0,0
2500,199
0,0
0,0
39904,39859
0,0
0,0
3193,416
0,0
0,0
1576,402
0,0
1593,94
10020,10020
0,0
0,0
0,0
13312,0
0,0
40000,0
3204,1
0,0
3204,461
0,0
0,0
0,0
0,0
40000,0
0,0
2,0
0,0
0,0
3204,191
0,0
7,3
0,0
0,0
3204,513
96,96
1252,0
81,81
40000,40000
0,0
2410,2263
11,1
0,0
0,0
11,1
0,0
0,0
0,0
0,0
0,0
0,0
8,8
2534,2534
96,45
40000,40000
0,0
3204,432
3204,513
0,0
8,2
587,446
3871,3871
0,0
0,0
11,0
142,107
0,0
0,0
1320,0
3204,191
2,0
39904,39808
0,0
2,0
0,0
0,0
7,3
0,0
0,0
0,0
40000,20017
0,0
0,0
0,0
40000,0
40000,28715
0,0
0,0
0,0
40000,40000
0,0
3204,468
40000,2534
97,97
0,0
0,0
7,2
5706,5398
11,1
0,0
40000,18828
39904,96
0,0
8,8
3204,417
1214,0
19974,8049
7,0
39904,39904
4,4
0,0
0,0
7857,3904
40000,0
40000,40000
3204,513
0,0
6,0
0,0
40000,40000
0,0
1683,0
0,0
7,1
0,0
0,0
0,0
91,45
0,0
0,0
0,0
0,0
40000,40000
3204,462
11,1
0,0
3204,324
3193,467
3204,513
7,3
0,0
39904,0
0,0
0,0
20002,0
0,0
40000,2534
0,0
19998,12156
7,1
0,0
3720,3720
39904,39904
4022,4022
3,3
40000,40000
33971,32837
11,1
40000,18769
2534,0
3204,0
840,0
1556,238
39904,39904
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1763,1643
40000,2517
0,0
6517,6086
0,0
7,2
0,0
0,0
0,0
3204,191
96,45
0,0
40000,19963
4956,2323
5787,5298
1683,0
0,0
2407,0
0,0
3193,467
0,0
0,0
39904,39904
3204,513
1,1
0,0
3204,514
0,0
0,0
0,0
40000,40000
0,0
5062,2513
0,0
0,0
6649,6649
97,97
0,0
68,0
40000,40000
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
40000,0
0,0
1249,0
39904,39904
19998,19998
0,0
0,0
0,0
20002,20002
19998,19998
0,0
632,0
3,0
0,0
3,1
2534,0
0,0
0,0
0,0
19974,6718
0,0
5071,2517
3,1
3204,191
2534,2534
0,0
40000,40000
0,0
0,0
0,0
0,0
4,4
0,0
3204,0
0,0
3204,1
0,0
19998,19985
0,0
40000,39996
0,0
1683,0
1683,0
40000,20017
3204,191
1683,0
227,152
39904,0
0,0
0,0
3,0
0,0
1214,0
3,1
0,0
96,51
20495,0
40000,18769
0,0
0,0
0,0
40000,18828
0,0
0,0
0,0
0,0
0,0
1683,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
40000,2534
3204,513
39904,39852
4969,4069
3204,191
0,0
0,0
40000,18769
0,0
0,0
0,0
40000,18769
0,0
39904,39904
0,0
4,4
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
40000,40000
10578,10578
40000,40000
20177,7445
10080,1867
1,0
1103,884
3204,1
0,0
3193,432
0,0
323,295
40000,18769
0,0
68,0
0,0
0,0
6157,5035
1683,0
39987,20169
40000,40000
0,0
0,0
96,96
20002,20002
40000,18769
39987,20203
1683,0
20495,10342
0,0
2,0
0,0
30246,17977
0,0
0,0
40000,40000
40000,18828
81,81
0,0
0,0
0,0
0,0
0,0
40000,18769
243,173
0,0
0,0
0,0
0,0
254,236
40000,40000
0,0
1592,82
0,0
3204,466
0,0
11,0
0,0
98,0
0,0
3204,514
20002,20002
0,0
19974,6718
0,0
0,0
39904,39904
5,1
8,8
2534,2534
40000,0
1683,0
0,0
20002,20002
0,0
0,0
39904,19963
0,0
0,0
40000,20017
0,0
0,0
40000,20017
0,0
20002,20002
642,0
6396,5975
0,0
1588,268
0,0
0,0
18703,17406
0,0
3,0
0,0
0,0
40000,19971
0,0
2,0
0,0
1128,1077
39987,20203
0,0
0,0
6047,4932
315,0
19974,6875
0,0
4177,4177
1491,1371
0,0
40000,40000
40000,20017
3,2
3204,461
0,0
40000,40000
6649,6649
0,0
0,0
6626,6626
1683,0
3204,191
0,0
7,3
40000,2517
19994,19988
3204,1
11,0
0,0
0,0
3193,467
40000,2534
0,0
0,0
3204,191
0,0
0,0
2466,2466
4938,4018
11,1
40000,2513
0,0
0,0
40000,2517
40000,0
19974,6718
3204,513
0,0
1683,1
0,0
0,0
40000,39996
0,0
0,0
40000,40000
3,1
0,0
5066,2516
3193,416
7,2
40000,20017
2534,0
0,0
0,0
0,0
19967,0
0,0
0,0
96,96
79,75
0,0
0,0
0,0
3193,513
1060,865
0,0
0,0
39904,96
8,8
2534,2534
0,0
79,4
6041,5867
0,0
0,0
0,0
0,0
96,96
3204,0
40000,0
0,0
3,0
1605,0
0,0
3,0
0,0
19998,17448
2534,2534
0,0
40000,19971
33956,31791
1488,561
40000,40000
40000,20017
0,0
20002,20002
0,0
0,0
19974,6718
0,0
1575,247
2049,1255
0,0
0,0
8058,3955
0,0
0,0
3204,191
3193,416
7,2
3204,513
40000,18828
2,0
39904,44
0,0
39904,39904
19998,19998
2531,797
8305,4119
0,0
0,0
40000,20017
0,0
40000,40000
0,0
1902,0
3204,0
7,2
40000,2534
3204,514
96,52
2534,2534
0,0
5071,2517
19998,19998
40000,40000
40000,2517
1626,281
0,0
0,0
0,0
214,214
40000,39996
0,0
0,0
3204,0
0,0
40000,28686
0,0
3204,191
0,0
33959,32646
0,0
0,0
0,0
19998,19998
0,0
0,0
0,0
0,0
0,0
19998,19998
0,0
19974,6718
0,0
40000,18769
3204,0
0,0
40000,40000
2534,0
40000,0
0,0
0,0
0,0
7,2
0,0
3193,513
40000,2517
0,0
19967,9927
0,0
0,0
0,0
82,82
1683,0
98,0
0,0
0,0
0,0
0,0
0,0
0,0
97,97
0,0
40000,18828
19998,19998
40000,0
0,0
0,0
0,0
19152,2408
0,0
40000,0
20690,6276
71,22
7519,5624
0,0
0,0
40000,0
0,0
0,0
0,0
45,0
0,0
96,0
0,0
40000,0
0,0
0,0
96,0
0,0
0,0
0,0
52,0
0,0
0,0
0,0
0,0
0,0
19969,4189
19977,19977
0,0
0,0
20177,0
40000,36252
10117,4381
10117,1359
0,0
2,0
40000,32463
1487,3
40000,36224
13512,8028
0,0
4,1
4999,4235
9955,4515
1210,630
96,51
20082,20082
2,1
0,0
0,0
20080,20080
10028,497
0,0
1683,0
96,44
1902,0
19936,19933
0,0
12589,7529
1683,0
10171,2591
5019,2
363,204
2961,183
2534,1
1214,0
9880,6978
0,0
5071,833
0,0
0,0
1592,339
40000,6
198,1
5051,1861
0,0
9914,2514
5071,834
5039,318
400,235
9909,5766
0,0
147,0
0,0
197,104
0,0
0,0
0,0
0,0
0,0
0,0
0,0
197,104
0,0
4937,0
0,0
197,104
0,0
0,0
5,0
148,0
45,45
0,0
391,190
0,0
0,0
0,0
0,0
0,0
160,85
203,79
391,190
0,0
0,0
0,0
0,0
9,4
13377,629
0,0
44,0
371,186
40000,0
172,43
0,0
0,0
51,0
0,0
0,0
19941,0
0,0
0,0
7,3
0,0
0,0
13311,560
0,0
0,0
0,0
0,0
40000,39486
40000,39999
0,0
40000,40000
19933,0
0,0
0,0
0,0
40000,0
40000,0
9912,0
0,0
4843,1229
0,0
40000,0
0,0
0,0
1683,0
1683,0
0,0
1683,0
0,0
1683,0
0,0
0,0
3358,1067
1683,0
1683,0
1683,0
0,0
1683,0
1683,0
1683,0
0,0
40000,0
0,0
40000,39904
0,0
40000,0
1683,0
634,0
0,0
0,0
0,0
4,1
0,0
10169,576
0,0
5071,1682
40000,22552
0,0
2534,0
1683,0
0,0
0,0
0,0
5063,2544
1683,0
9901,0
1683,0
0,0
0,0
1683,0
0,0
0,0
323,0
2534,0
1,1
2534,0
39904,19933
0,0
40000,0
0,0
2534,0
39904,19941
1683,0
0,0
0,0
19945,9936
0,0
0,0
5071,1682
1683,0
1683,0
10095,2
5049,27
0,0
0,0
